A, b ready
BICGSTAB: system of size 252004
    k     ‖rₖ‖      |αₖ|      |ωₖ|  timer
 1883  2.9e+01   2.0e-07   5.0e-07  6.83s
 1884  2.9e+01   4.5e-07   1.1e-05  6.83s
 1885  2.9e+01   1.6e-06   6.1e-07  6.84s
 1886  2.9e+01   1.6e-07   5.8e-07  6.84s
 1887  2.9e+01   1.4e-06   5.6e-07  6.85s
 1888  2.9e+01   2.3e-05   7.5e-07  6.85s
 1889  2.9e+01   2.5e-07   2.9e-08  6.86s
 1890  2.9e+01   3.5e-07   2.3e-07  6.86s
 1891  2.9e+01   1.7e-07   3.3e-07  6.87s
 1892  2.9e+01   8.7e-07   4.8e-06  6.87s
 1893  2.9e+01   2.9e-07   4.6e-07  6.87s
 1894  2.9e+01   2.7e-07   1.2e-06  6.88s
 1895  2.9e+01   1.1e-05   5.0e-07  6.88s
 1896  2.9e+01   1.2e-06   6.0e-07  6.89s
 1897  2.9e+01   8.5e-05   2.2e-06  6.89s
 1898  2.9e+01   1.2e-07   1.2e-06  6.90s
 1899  2.9e+01   5.3e-07   1.6e-07  6.90s
 1900  2.9e+01   1.2e-06   5.6e-06  6.91s
 1901  2.9e+01   1.1e-06   5.0e-07  6.91s
 1902  2.9e+01   1.0e-07   2.9e-04  6.91s
 1903  2.9e+01   1.5e-05   1.1e-06  6.92s
 1904  2.9e+01   2.4e-07   2.3e-06  6.92s
 1905  3.0e+01   2.5e-05   8.1e-07  6.93s
 1906  2.9e+01   4.6e-08   1.3e-06  6.93s
 1907  2.9e+01   1.0e-06   2.8e-06  6.94s
 1908  2.9e+01   5.0e-08   4.3e-07  6.94s
 1909  2.9e+01   1.8e-03   5.4e-07  6.94s
 1910  2.9e+01   3.0e-07   1.6e-06  6.95s
 1911  2.9e+01   4.7e-07   6.3e-06  6.95s
 1912  2.9e+01   4.1e-06   5.3e-07  6.96s
 1913  2.9e+01   1.9e-06   6.0e-07  6.96s
 1914  2.9e+01   1.5e-07   2.4e-06  6.97s
 1915  2.9e+01   1.6e-05   3.8e-06  6.97s
 1916  2.9e+01   1.4e-06   7.4e-07  6.98s
 1917  2.9e+01   3.4e-07   1.5e-06  6.98s
 1918  2.9e+01   2.1e-06   4.7e-07  6.98s
 1919  2.9e+01   7.4e-07   5.2e-06  6.99s
 1920  2.9e+01   1.6e-06   4.8e-07  6.99s
 1921  2.9e+01   1.0e-07   9.6e-07  7.00s
 1922  2.9e+01   3.8e-05   3.0e-06  7.00s
 1923  2.9e+01   3.1e-08   7.5e-07  7.01s
 1924  2.9e+01   2.9e-06   2.7e-07  7.01s
 1925  2.9e+01   1.2e-05   1.9e-06  7.02s
 1926  2.9e+01   2.7e-07   2.1e-07  7.02s
 1927  2.9e+01   9.2e-07   2.9e-07  7.02s
 1928  2.9e+01   3.7e-08   4.6e-07  7.03s
 1929  2.9e+01   1.3e-05   5.3e-07  7.03s
 1930  2.9e+01   1.0e-07   7.6e-06  7.04s
 1931  2.9e+01   8.4e-07   9.2e-07  7.04s
 1932  2.9e+01   5.9e-06   5.4e-07  7.05s
 1933  2.9e+01   2.6e-07   9.9e-07  7.05s
 1934  2.9e+01   3.8e-06   2.2e-05  7.06s
 1935  2.9e+01   1.2e-06   5.9e-07  7.06s
 1936  2.9e+01   8.6e-07   8.1e-07  7.06s
 1937  2.9e+01   3.7e-06   4.4e-07  7.07s
 1938  2.9e+01   6.9e-07   6.7e-07  7.07s
 1939  2.9e+01   6.8e-06   5.8e-06  7.08s
 1940  2.9e+01   5.7e-07   5.1e-07  7.08s
 1941  2.9e+01   3.6e-07   7.4e-06  7.09s
 1942  2.9e+01   5.6e-05   6.4e-07  7.09s
 1943  2.9e+01   3.5e-07   3.2e-06  7.10s
 1944  2.9e+01   1.5e-06   5.1e-07  7.10s
 1945  2.9e+01   2.9e-06   3.3e-07  7.11s
 1946  2.9e+01   1.1e-06   8.6e-06  7.11s
 1947  2.9e+01   6.4e-07   5.9e-07  7.12s
 1948  2.9e+01   1.0e-07   8.0e-07  7.12s
 1949  2.9e+01   2.0e-06   4.3e-07  7.13s
 1950  2.9e+01   5.4e-06   2.4e-06  7.13s
 1951  2.9e+01   1.0e-05   1.9e-06  7.13s
 1952  2.9e+01   7.4e-08   4.2e-06  7.14s
 1953  2.9e+01   1.2e-06   4.6e-07  7.14s
 1954  2.9e+01   1.0e-07   5.7e-06  7.15s
 1955  2.9e+01   3.0e-05   5.0e-07  7.15s
 1956  2.9e+01   9.6e-07   1.1e-06  7.16s
 1957  2.9e+01   6.2e-07   1.1e-06  7.16s
 1958  2.9e+01   1.5e-06   8.3e-06  7.16s
 1959  2.9e+01   2.7e-05   8.0e-07  7.17s
 1960  2.9e+01   2.2e-07   5.3e-07  7.17s
 1961  2.9e+01   3.3e-07   1.7e-06  7.18s
 1962  2.9e+01   6.8e-07   6.5e-06  7.18s
 1963  2.9e+01   3.4e-06   4.5e-07  7.19s
 1964  2.9e+01   4.2e-08   1.1e-06  7.19s
 1965  2.9e+01   1.0e-04   2.2e-07  7.20s
 1966  2.9e+01   3.7e-06   5.4e-07  7.20s
 1967  2.9e+01   8.3e-08   1.3e-06  7.20s
 1968  2.9e+01   2.9e-07   1.0e-06  7.21s
 1969  2.9e+01   5.2e-06   3.7e-08  7.21s
 1970  2.9e+01   3.5e-07   3.3e-07  7.22s
 1971  2.9e+01   1.7e-06   6.9e-07  7.22s
 1972  2.9e+01   6.9e-08   4.4e-06  7.23s
 1973  2.9e+01   3.6e-06   5.0e-07  7.23s
 1974  2.9e+01   2.5e-07   3.2e-07  7.23s
 1975  2.9e+01   9.7e-07   6.0e-06  7.24s
 1976  2.9e+01   8.0e-07   1.2e-06  7.24s
 1977  2.9e+01   1.9e-06   8.0e-07  7.25s
 1978  2.9e+01   4.0e-05   3.8e-06  7.25s
 1979  2.9e+01   3.1e-08   5.2e-06  7.26s
 1980  2.9e+01   1.2e-06   6.9e-07  7.26s
 1981  2.9e+01   7.1e-07   3.2e-06  7.27s
 1982  2.9e+01   2.2e-06   6.6e-06  7.27s
 1983  2.9e+01   9.8e-07   8.6e-07  7.27s
 1984  2.9e+01   6.2e-07   6.8e-07  7.28s
 1985  2.9e+01   3.1e-05   2.1e-06  7.28s
 1986  2.9e+01   1.1e-07   4.4e-07  7.29s
 1987  2.9e+01   3.1e-06   2.2e-07  7.29s
 1988  2.9e+01   6.2e-08   3.4e-08  7.30s
 1989  2.9e+01   8.2e-08   1.6e-08  7.30s
 1990  2.9e+01   5.9e-09   2.8e-08  7.30s
 1991  2.9e+01   6.1e-08   4.8e-08  7.31s
 1992  2.9e+01   1.3e-07   5.1e-08  7.31s
 1993  2.9e+01   2.8e-08   9.9e-09  7.32s
 1994  2.9e+01   7.4e-09   5.0e-08  7.32s
 1995  2.9e+01   9.5e-09   2.1e-08  7.33s
 1996  2.9e+01   1.5e-08   1.1e-10  7.33s
 1997  2.9e+01   1.1e-10   4.3e-08  7.34s
 1998  2.9e+01   8.0e-09   5.0e-08  7.34s
 1999  2.9e+01   0.0e+00   3.4e-08  7.35s

  7.843895 seconds (3.44 M allocations: 187.780 MiB, 2.16% gc time, 10.17% compilation time)
